Date,Close/Last,Volume,Open,High,Low
09/25/2024,$39.60,2154032,$40.96,$40.96,$39.17
09/24/2024,$40.91,1987658,$40.60,$41.26,$40.25
09/23/2024,$40.57,1898470,$41.01,$41.0542,$39.96
09/20/2024,$40.99,2857915,$42.29,$42.65,$40.73
09/19/2024,$42.43,1878422,$43.05,$43.39,$41.88
09/18/2024,$42.07,4278875,$41.43,$42.90,$41.1405
09/17/2024,$41.33,4960572,$41.63,$41.74,$40.73
09/16/2024,$41.14,2506066,$41.80,$41.98,$40.365
09/13/2024,$41.43,2863013,$40.00,$41.51,$39.85
09/12/2024,$39.48,1713572,$38.79,$39.52,$38.31
09/11/2024,$38.77,3158355,$38.50,$38.90,$37.51
09/10/2024,$38.53,2633046,$38.59,$39.47,$38.11
09/09/2024,$38.72,3268515,$39.75,$40.37,$38.62
09/06/2024,$39.76,4033933,$40.37,$41.19,$39.53
09/05/2024,$40.46,3700323,$42.50,$42.67,$40.305
09/04/2024,$42.42,3120116,$43.56,$43.73,$41.94
09/03/2024,$43.72,2566558,$44.50,$45.20,$43.70
08/30/2024,$45.31,3065454,$46.46,$46.62,$44.90
08/29/2024,$46.15,2658277,$46.75,$46.85,$45.795
08/28/2024,$46.64,2826009,$47.38,$48.299,$46.4752
08/27/2024,$47.85,3226379,$49.00,$49.05,$47.77
08/26/2024,$49.11,3511372,$49.71,$49.83,$48.36
08/23/2024,$49.15,6659296,$51.30,$51.49,$47.97
08/22/2024,$51.10,13812110,$48.40,$53.89,$48.285
08/21/2024,$61.92,1875756,$61.48,$61.97,$60.81
08/20/2024,$60.81,967372,$60.85,$61.18,$60.2835
08/19/2024,$60.90,1295037,$62.19,$62.22,$60.52
08/16/2024,$62.19,995805,$62.27,$62.80,$61.74
08/15/2024,$62.39,1252952,$62.12,$63.12,$61.43
08/14/2024,$60.50,828337,$60.65,$61.37,$60.00
08/13/2024,$60.19,885407,$58.35,$60.46,$58.12
08/12/2024,$58.06,1271791,$60.57,$60.57,$57.81
08/09/2024,$60.21,867538,$61.33,$61.33,$59.9208
08/08/2024,$60.92,1252008,$59.10,$61.10,$59.00
08/07/2024,$58.99,1296046,$59.14,$60.58,$58.59
08/06/2024,$58.22,1052329,$58.36,$59.53,$57.48
08/05/2024,$58.86,1453234,$58.35,$59.575,$57.02
08/02/2024,$61.05,1211514,$61.08,$61.53,$58.85
08/01/2024,$62.13,932771,$63.63,$63.68,$60.79
07/31/2024,$63.33,1077810,$63.14,$64.575,$62.81
07/30/2024,$63.09,1343010,$61.06,$63.30,$60.7775
07/29/2024,$60.99,1405652,$61.00,$61.72,$60.595
07/26/2024,$60.76,1412452,$60.78,$61.71,$60.33
07/25/2024,$60.17,1651552,$58.84,$61.44,$58.84
07/24/2024,$58.94,1294758,$59.50,$60.22,$58.45
07/23/2024,$59.64,1239087,$58.66,$59.84,$58.33
07/22/2024,$59.75,1191554,$59.68,$60.04,$58.77
07/19/2024,$59.62,1269463,$61.20,$61.35,$59.35
07/18/2024,$61.26,1301864,$63.93,$64.84,$61.214
07/17/2024,$64.44,1410059,$63.03,$64.92,$62.2105
07/16/2024,$63.66,1028517,$62.86,$64.11,$62.30
07/15/2024,$62.42,1110255,$62.60,$63.62,$61.80
07/12/2024,$62.92,1594892,$61.92,$63.98,$61.55
07/11/2024,$61.73,1501706,$59.92,$62.12,$59.415
07/10/2024,$58.74,916153,$58.85,$58.88,$58.17
07/09/2024,$57.91,1222518,$59.04,$59.13,$57.83
07/08/2024,$59.30,1335750,$59.33,$59.99,$58.4016
07/05/2024,$58.72,1753275,$59.72,$59.92,$58.01
07/03/2024,$59.86,843724,$60.79,$61.13,$59.66
07/02/2024,$60.60,1650818,$59.26,$60.73,$58.98
07/01/2024,$59.71,1767572,$62.58,$62.82,$59.45
06/28/2024,$63.33,1351060,$62.86,$63.46,$61.97
06/27/2024,$62.70,1116618,$61.82,$63.37,$61.2701
06/26/2024,$61.79,977155,$63.08,$63.495,$61.72
06/25/2024,$63.69,1212189,$65.05,$65.19,$63.40
06/24/2024,$65.30,1482754,$65.67,$66.08,$64.98
06/21/2024,$65.76,2079743,$66.12,$67.03,$65.15
06/20/2024,$66.14,1454709,$63.91,$66.39,$63.83
06/18/2024,$64.28,1018689,$64.09,$65.155,$64.09
06/17/2024,$64.17,1661319,$63.10,$65.15,$62.57
06/14/2024,$63.42,1885658,$63.27,$63.62,$60.80
06/13/2024,$63.93,1647783,$64.55,$65.47,$62.85
06/12/2024,$64.93,1158732,$64.78,$66.40,$64.53
06/11/2024,$63.74,1070379,$63.24,$63.915,$62.435
06/10/2024,$63.19,1816562,$64.18,$64.32,$62.93
06/07/2024,$64.58,1071911,$63.80,$64.96,$63.55
06/06/2024,$64.56,1031470,$65.68,$65.87,$64.13
06/05/2024,$65.27,1579622,$65.75,$66.18,$63.81
06/04/2024,$65.21,1264899,$67.00,$67.00,$64.51
06/03/2024,$67.42,1654860,$70.38,$71.09,$66.28
05/31/2024,$70.64,2808063,$67.89,$70.67,$67.63
05/30/2024,$66.96,3675766,$62.51,$67.51,$62.50
05/29/2024,$62.48,7799434,$64.32,$67.86,$60.61
05/28/2024,$70.18,2559627,$69.89,$71.62,$69.75
05/24/2024,$69.57,1246992,$69.90,$70.59,$69.35
05/23/2024,$69.42,1650336,$70.12,$70.12,$68.72
05/22/2024,$70.24,1003523,$70.52,$71.32,$69.86
05/21/2024,$70.72,1952671,$72.65,$73.16,$69.93
05/20/2024,$72.65,1442841,$74.47,$74.5899,$72.33
05/17/2024,$74.55,1041560,$73.44,$74.72,$73.04
05/16/2024,$73.95,1715202,$74.12,$75.89,$73.34
05/15/2024,$75.86,1274598,$76.37,$77.13,$75.45
05/14/2024,$75.64,1127549,$76.38,$76.90,$74.84
05/13/2024,$75.30,1400219,$75.57,$77.485,$75.205
05/10/2024,$75.03,607310,$76.15,$76.40,$74.51
05/09/2024,$75.64,766643,$74.54,$75.815,$74.00
05/08/2024,$74.78,584357,$73.59,$75.32,$73.30
05/07/2024,$74.51,725079,$74.30,$75.5441,$73.84
05/06/2024,$73.86,1361337,$76.83,$77.0923,$73.69
05/03/2024,$76.31,790211,$75.85,$77.39,$75.71
05/02/2024,$74.92,610424,$73.95,$75.01,$73.00
05/01/2024,$73.03,1293007,$72.78,$74.21,$72.74
04/30/2024,$72.98,1749453,$74.74,$75.96,$72.77
04/29/2024,$75.42,1221826,$75.27,$76.14,$73.94
04/26/2024,$75.14,721695,$74.82,$75.95,$74.15
04/25/2024,$74.71,1434276,$74.74,$74.86,$71.82
04/24/2024,$76.53,895081,$77.37,$77.60,$75.82
04/23/2024,$78.00,1267613,$77.44,$78.085,$75.87
04/22/2024,$77.22,2041661,$79.21,$79.41,$76.56
04/19/2024,$78.69,1732239,$77.11,$78.79,$76.54
04/18/2024,$77.20,2123329,$75.04,$77.3399,$74.46
04/17/2024,$74.05,1773975,$72.78,$74.495,$72.25
04/16/2024,$71.61,1593463,$69.30,$71.93,$68.82
04/15/2024,$70.08,1402548,$72.10,$72.49,$69.9701
04/12/2024,$70.50,1580573,$74.11,$74.75,$70.38
04/11/2024,$74.35,1836149,$77.99,$77.99,$73.67
04/10/2024,$77.95,1202354,$76.50,$78.20,$75.57
04/09/2024,$78.46,1208700,$78.21,$79.85,$78.02
04/08/2024,$78.13,1226609,$77.50,$78.875,$77.38
04/05/2024,$77.34,1638840,$79.11,$79.96,$76.78
04/04/2024,$79.26,2142571,$84.85,$85.30,$79.17
04/03/2024,$84.16,1383567,$83.66,$84.635,$83.43
04/02/2024,$83.92,1316343,$84.46,$85.58,$83.40
04/01/2024,$85.43,1186572,$86.37,$86.465,$84.895
03/28/2024,$85.09,1459846,$85.54,$86.31,$85.03
03/27/2024,$85.32,2264370,$84.88,$85.93,$84.7701
03/26/2024,$84.25,1698180,$84.35,$85.11,$83.87
03/25/2024,$84.25,2194761,$86.71,$87.3588,$83.87
03/22/2024,$85.76,1579560,$86.08,$86.555,$85.02
03/21/2024,$86.45,2671380,$86.08,$88.56,$85.3671
03/20/2024,$84.84,1522082,$85.17,$85.35,$83.75
03/19/2024,$83.83,2761176,$84.20,$85.35,$82.97
03/18/2024,$84.19,2178570,$82.07,$84.455,$81.00
03/15/2024,$81.77,5300220,$78.92,$81.89,$78.92
03/14/2024,$79.53,2579693,$80.01,$80.1378,$77.81
03/13/2024,$79.91,3537635,$78.41,$80.95,$77.87
03/12/2024,$78.48,4521949,$77.50,$80.25,$77.00
03/11/2024,$75.77,3797655,$72.77,$76.01,$70.45
03/08/2024,$73.08,1671289,$73.91,$75.14,$72.63
03/07/2024,$73.68,1821925,$72.04,$73.99,$72.04
03/06/2024,$71.90,1613870,$73.25,$73.36,$70.30
03/05/2024,$72.66,2275230,$69.54,$72.72,$69.515
03/04/2024,$69.66,2570171,$68.28,$69.94,$68.11
03/01/2024,$69.26,1937604,$67.56,$69.515,$66.085
02/29/2024,$67.54,2658641,$69.12,$69.92,$65.71
02/28/2024,$66.42,7516460,$65.73,$69.47,$63.83
02/27/2024,$64.75,2981422,$62.03,$64.81,$61.56
02/26/2024,$60.34,2037630,$60.88,$63.04,$60.185
02/23/2024,$61.10,1679813,$60.32,$62.05,$60.32
02/22/2024,$60.69,1909117,$61.07,$61.875,$60.30
02/21/2024,$61.17,1434824,$61.08,$62.29,$60.43
02/20/2024,$61.81,1914321,$64.43,$65.07,$61.75
02/16/2024,$64.49,1763048,$64.37,$66.66,$63.94
02/15/2024,$64.65,1242572,$63.68,$64.89,$63.68
02/14/2024,$64.26,1121066,$64.91,$65.00,$63.25
02/13/2024,$64.43,1609346,$64.32,$65.09,$62.44
02/12/2024,$66.05,1272581,$64.00,$66.47,$63.93
02/09/2024,$63.30,1898907,$64.01,$64.51,$63.06
02/08/2024,$64.14,1213936,$64.81,$65.28,$63.79
02/07/2024,$66.09,1087593,$66.40,$66.76,$65.20
02/06/2024,$66.37,759017,$64.95,$66.715,$64.56
02/05/2024,$65.13,1543582,$66.95,$67.01,$63.6301
02/02/2024,$67.79,1346289,$68.48,$68.85,$67.50
02/01/2024,$69.24,1165340,$66.90,$69.455,$66.90
01/31/2024,$66.85,1775152,$67.51,$68.705,$66.51
01/30/2024,$67.25,875155,$66.96,$67.70,$66.76
01/29/2024,$66.96,1291085,$66.25,$68.02,$65.40
01/26/2024,$66.25,781824,$66.66,$67.36,$65.83
01/25/2024,$66.13,919803,$66.21,$67.73,$65.19
01/24/2024,$65.44,1492263,$66.81,$66.95,$65.09
01/23/2024,$66.08,2272358,$67.11,$69.38,$65.20
01/22/2024,$65.44,1751206,$64.25,$65.70,$63.50
01/19/2024,$63.75,1473891,$62.49,$63.85,$60.89
01/18/2024,$62.17,1569316,$60.94,$62.31,$60.94
01/17/2024,$61.04,1038602,$60.74,$61.987,$60.40
01/16/2024,$61.40,1268229,$61.00,$62.03,$60.82
01/12/2024,$61.30,1238956,$62.81,$64.22,$61.30
01/11/2024,$62.43,1196501,$60.63,$62.65,$60.27
01/10/2024,$60.98,1250195,$61.29,$62.46,$60.57
01/09/2024,$61.39,992177,$61.61,$62.32,$61.07
01/08/2024,$61.91,1390340,$61.19,$62.61,$60.85
01/05/2024,$61.52,1285872,$60.50,$62.90,$60.2701
01/04/2024,$60.49,2045810,$60.83,$61.5106,$60.20
01/03/2024,$61.00,1774049,$61.18,$63.06,$60.82
01/02/2024,$61.95,1415932,$60.95,$63.67,$60.48
12/29/2023,$61.03,1393819,$61.15,$61.37,$60.795
12/28/2023,$61.49,895584,$61.31,$62.15,$60.975
12/27/2023,$61.56,1287939,$61.22,$61.56,$60.90
12/26/2023,$60.92,1072419,$61.24,$61.57,$60.75
12/22/2023,$61.25,1174732,$60.15,$61.93,$60.15
12/21/2023,$60.69,975654,$60.92,$61.22,$59.54
12/20/2023,$59.45,1645991,$60.60,$61.35,$59.44
12/19/2023,$60.86,1868869,$61.07,$61.90,$60.34
12/18/2023,$60.66,1641707,$62.77,$62.866,$59.99
12/15/2023,$62.72,2408775,$64.11,$64.60,$61.89
12/14/2023,$63.97,3467044,$62.32,$66.04,$61.99
12/13/2023,$60.83,2805592,$56.44,$61.18,$55.985
12/12/2023,$56.25,1868138,$56.77,$56.80,$55.94
12/11/2023,$57.08,3398709,$56.24,$59.22,$55.9494
12/08/2023,$56.27,4234666,$56.31,$56.54,$54.95
12/07/2023,$56.25,2363907,$55.73,$56.55,$55.38
12/06/2023,$55.16,1685192,$53.90,$55.43,$53.40
12/05/2023,$53.16,1580684,$55.40,$55.42,$52.32
12/04/2023,$55.63,1930729,$54.12,$55.995,$53.81
12/01/2023,$54.09,2211772,$50.99,$54.09,$50.64
11/30/2023,$50.79,1640528,$51.87,$51.9686,$50.20
11/29/2023,$51.58,1471198,$51.90,$53.13,$50.81
11/28/2023,$51.64,1423498,$50.86,$51.76,$50.5482
11/27/2023,$51.01,1872646,$52.84,$52.97,$51.00
11/24/2023,$53.08,839093,$52.33,$53.34,$52.1215
11/22/2023,$52.59,1580945,$51.46,$52.77,$50.69
11/21/2023,$50.99,1824853,$52.45,$52.5923,$50.61
11/20/2023,$53.02,2203732,$50.70,$53.40,$49.90
11/17/2023,$50.33,5564465,$54.00,$54.27,$49.03
11/16/2023,$53.42,5115450,$53.61,$54.42,$50.53
11/15/2023,$55.67,8466268,$54.80,$60.79,$52.77
11/14/2023,$58.40,2664992,$58.00,$60.5069,$57.45
11/13/2023,$55.94,1716808,$55.66,$56.64,$55.52
11/10/2023,$56.13,1577832,$56.42,$56.94,$55.21
11/09/2023,$56.14,1659710,$57.77,$57.88,$55.8808
11/08/2023,$57.64,996267,$58.19,$58.635,$57.52
11/07/2023,$58.38,1641357,$56.43,$58.835,$56.02
11/06/2023,$56.66,1710428,$57.06,$58.18,$56.56
11/03/2023,$57.14,2598658,$54.01,$57.25,$53.50
11/02/2023,$52.94,1236362,$52.09,$53.20,$51.76
11/01/2023,$51.55,1235048,$52.23,$52.23,$50.95
10/31/2023,$52.03,1291993,$51.47,$52.725,$50.9201
10/30/2023,$51.33,1490208,$50.13,$51.58,$50.13
10/27/2023,$49.90,1235545,$50.99,$51.27,$49.71
10/26/2023,$51.03,1751925,$49.99,$51.34,$49.61
10/25/2023,$49.84,1889571,$48.01,$49.865,$47.73
10/24/2023,$48.25,1720026,$48.70,$49.80,$47.99
10/23/2023,$48.45,2529465,$50.67,$50.83,$48.23
10/20/2023,$51.20,1355635,$51.10,$52.19,$51.01
10/19/2023,$51.30,1751753,$52.89,$53.5551,$51.04
10/18/2023,$53.24,1213841,$54.32,$54.50,$53.22
10/17/2023,$54.68,1663483,$53.17,$55.24,$53.01
10/16/2023,$53.59,2041460,$51.38,$53.82,$51.14
10/13/2023,$50.75,1403502,$49.90,$50.785,$49.28
10/12/2023,$49.97,1594631,$51.10,$51.49,$49.46
10/11/2023,$51.26,1489082,$52.27,$52.59,$50.92
10/10/2023,$52.09,2137581,$51.74,$52.84,$51.56
10/09/2023,$51.36,2010810,$51.56,$51.8699,$50.14
10/06/2023,$51.99,1781061,$52.22,$53.41,$51.78
10/05/2023,$52.96,2122389,$51.81,$53.61,$51.03
10/04/2023,$52.38,1778068,$53.53,$53.89,$51.95
10/03/2023,$53.40,2390761,$53.58,$54.46,$52.92
10/02/2023,$53.94,1732660,$56.11,$56.1536,$53.88
09/29/2023,$55.93,1912115,$55.94,$57.25,$55.56
09/28/2023,$55.07,2090252,$53.87,$55.225,$53.26
09/27/2023,$54.82,1714885,$55.06,$55.865,$54.50
09/26/2023,$54.95,2108666,$56.47,$56.47,$54.94
09/25/2023,$56.92,1622377,$57.34,$57.405,$56.37
09/22/2023,$57.60,1566235,$58.64,$58.89,$57.17
09/21/2023,$58.24,1752937,$59.71,$59.85,$58.04
09/20/2023,$60.12,1897738,$60.11,$61.3593,$59.54
09/19/2023,$59.66,1900438,$58.01,$60.04,$57.97
09/18/2023,$58.16,2043532,$59.48,$59.48,$57.52
09/15/2023,$59.82,4467277,$61.01,$61.10,$58.86
09/14/2023,$59.62,2431693,$58.47,$59.66,$58.20
09/13/2023,$57.93,3406613,$57.46,$58.31,$56.4001
09/12/2023,$57.46,5582437,$60.59,$61.48,$57.46
09/11/2023,$62.54,1872227,$64.78,$65.01,$62.4395
09/08/2023,$64.61,1755734,$63.07,$65.04,$62.82
09/07/2023,$63.39,2933547,$66.45,$66.6194,$63.26
09/06/2023,$67.00,2026748,$67.19,$68.00,$66.51
09/05/2023,$67.56,1873509,$67.18,$69.31,$66.765
09/01/2023,$67.65,1966504,$69.20,$69.38,$67.22
08/31/2023,$68.82,5760622,$67.99,$69.76,$67.83
08/30/2023,$68.10,1646490,$66.83,$68.15,$66.19
08/29/2023,$66.94,1885675,$65.70,$67.17,$65.10
08/28/2023,$65.63,2408682,$64.05,$65.99,$64.01
08/25/2023,$64.08,5347310,$67.64,$67.72,$63.09
08/24/2023,$67.91,17981730,$69.55,$71.385,$67.85
08/23/2023,$69.44,6086544,$67.49,$71.49,$66.33
08/22/2023,$67.34,3549391,$67.00,$68.07,$66.555
08/21/2023,$68.20,2499390,$69.68,$69.99,$67.26
08/18/2023,$69.83,1921947,$69.00,$70.94,$68.68
08/17/2023,$69.46,1459229,$70.25,$70.925,$69.39
08/16/2023,$69.87,1432199,$70.00,$70.68,$69.83
08/15/2023,$69.73,1282076,$70.81,$71.17,$69.40
08/14/2023,$71.11,3057190,$71.60,$71.999,$69.80
08/11/2023,$72.28,1183823,$70.87,$72.55,$70.63
08/10/2023,$71.53,1750753,$71.56,$73.0599,$71.06
08/09/2023,$71.20,1158830,$70.31,$72.00,$70.25
08/08/2023,$70.56,1563760,$70.15,$71.18,$69.33
08/07/2023,$71.30,1634428,$71.10,$71.80,$70.28
08/04/2023,$71.01,1294641,$71.99,$72.02,$70.60
08/03/2023,$72.03,2782985,$70.13,$72.05,$69.06
08/02/2023,$69.64,2767539,$72.88,$73.06,$69.58
08/01/2023,$73.72,1583467,$73.92,$74.25,$72.925
07/31/2023,$74.39,1720160,$73.57,$74.70,$73.55
07/28/2023,$73.17,1691638,$73.73,$74.20,$72.97
07/27/2023,$72.64,2305311,$73.25,$74.4899,$72.2479
07/26/2023,$73.09,1842338,$71.50,$73.43,$71.415
07/25/2023,$71.55,1490870,$72.90,$72.93,$71.095
07/24/2023,$72.76,2285050,$70.80,$72.89,$70.80
07/21/2023,$70.73,1555302,$70.25,$70.92,$69.20
07/20/2023,$70.01,2467525,$71.75,$71.76,$69.98
07/19/2023,$72.44,2774480,$70.26,$72.52,$69.985
07/18/2023,$69.31,1815444,$69.88,$71.20,$68.96
07/17/2023,$69.48,2062309,$70.67,$70.71,$68.86
07/14/2023,$70.64,2386390,$70.59,$71.025,$69.0501
07/13/2023,$70.66,1959981,$70.65,$71.08,$69.847
07/12/2023,$70.75,2701163,$71.26,$71.55,$70.48
07/11/2023,$70.12,1925458,$69.16,$70.84,$69.16
07/10/2023,$68.80,2981782,$67.15,$70.04,$66.90
07/07/2023,$69.38,2781928,$69.80,$70.30,$68.78
07/06/2023,$69.96,2316069,$70.34,$70.63,$68.875
07/05/2023,$71.16,2212663,$70.94,$71.29,$69.30
07/03/2023,$70.95,1234651,$70.23,$71.638,$69.86
06/30/2023,$70.30,3981401,$68.41,$70.966,$67.84
06/29/2023,$68.23,1407411,$68.42,$69.08,$67.8764
06/28/2023,$68.08,1895629,$67.68,$68.345,$66.76
06/27/2023,$68.32,1653916,$67.62,$68.75,$66.50
06/26/2023,$67.29,1991107,$65.99,$67.34,$65.95
06/23/2023,$65.67,3299365,$67.67,$67.67,$65.65
06/22/2023,$67.97,2525764,$69.19,$69.36,$67.52
06/21/2023,$68.72,2956331,$67.78,$69.84,$67.45
06/20/2023,$67.98,3744520,$69.22,$69.59,$67.37
06/16/2023,$69.22,4972846,$70.55,$71.595,$68.70
06/15/2023,$69.91,3276906,$69.88,$70.5208,$69.115
06/14/2023,$70.20,4784802,$69.24,$70.9445,$69.04
06/13/2023,$68.66,5142388,$66.97,$70.47,$66.65
06/12/2023,$66.89,4246462,$64.71,$67.92,$64.20
06/09/2023,$63.58,3306495,$64.65,$64.88,$63.56
06/08/2023,$64.74,3903980,$65.49,$66.22,$64.74
06/07/2023,$65.54,3613482,$66.62,$66.69,$65.35
06/06/2023,$66.07,3296245,$65.55,$67.20,$65.19
06/05/2023,$65.59,4578764,$67.50,$68.40,$65.56
06/02/2023,$67.56,7027285,$68.47,$68.98,$66.27
06/01/2023,$68.03,9523540,$71.77,$71.9575,$67.80
05/31/2023,$72.89,21832310,$79.23,$80.81,$72.60
05/30/2023,$112.20,2229367,$112.34,$112.57,$110.25
05/26/2023,$112.15,1443181,$110.92,$112.20,$109.7601
05/25/2023,$111.62,1301268,$114.57,$114.57,$111.35
05/24/2023,$115.23,866464,$117.51,$117.51,$114.96
05/23/2023,$116.78,1390637,$117.61,$118.99,$115.77
05/22/2023,$119.44,1117314,$118.23,$119.87,$117.70
05/19/2023,$117.41,962947,$120.61,$121.23,$117.09
05/18/2023,$121.48,737674,$121.26,$122.1076,$119.29
05/17/2023,$122.10,1190589,$117.65,$122.73,$117.65
05/16/2023,$117.34,1016026,$120.42,$120.78,$117.32
05/15/2023,$121.95,970716,$122.73,$122.73,$120.50
05/12/2023,$122.86,755161,$124.71,$124.71,$121.62
05/11/2023,$124.17,676407,$125.02,$125.42,$123.305
05/10/2023,$125.80,751122,$127.31,$127.31,$124.595
05/09/2023,$125.52,754450,$125.40,$126.58,$124.05
05/08/2023,$125.75,868583,$123.95,$125.91,$122.85
05/05/2023,$123.77,750297,$122.03,$123.96,$121.965
05/04/2023,$120.24,1142769,$123.34,$123.675,$120.22
05/03/2023,$123.80,1056797,$124.49,$126.275,$123.79
05/02/2023,$124.12,858355,$125.78,$125.78,$121.68
05/01/2023,$125.47,652546,$125.59,$126.5056,$125.19
04/28/2023,$125.53,675129,$124.90,$126.10,$124.29
04/27/2023,$124.90,833904,$121.80,$125.07,$121.80
04/26/2023,$122.33,1170904,$122.90,$124.41,$121.71
04/25/2023,$123.78,933930,$126.92,$126.92,$123.75
04/24/2023,$126.83,816239,$127.73,$128.00,$125.91
04/21/2023,$128.21,1142194,$129.38,$129.90,$127.87
04/20/2023,$128.37,1139718,$127.83,$129.22,$127.50
04/19/2023,$128.11,1931702,$126.47,$128.68,$126.22
04/18/2023,$126.65,1135581,$127.49,$128.69,$126.61
04/17/2023,$126.87,1436057,$123.98,$127.00,$123.77
04/14/2023,$123.60,843809,$123.88,$124.84,$122.45
04/13/2023,$123.25,1538269,$119.26,$124.16,$119.15
04/12/2023,$121.34,1056383,$123.10,$123.384,$120.242
04/11/2023,$122.18,1183342,$120.99,$123.255,$120.51
04/10/2023,$120.39,918712,$120.09,$121.535,$119.93
04/06/2023,$120.69,1029840,$120.08,$121.00,$119.77
04/05/2023,$120.21,896473,$121.00,$121.56,$119.58
04/04/2023,$121.34,900826,$122.70,$123.24,$119.24
04/03/2023,$122.69,1476318,$121.88,$123.355,$121.48
03/31/2023,$121.61,1029242,$119.90,$121.74,$119.65
03/30/2023,$118.61,1368660,$119.04,$119.59,$118.115
03/29/2023,$117.55,1371666,$116.32,$117.57,$114.76
03/28/2023,$115.74,1048075,$114.63,$116.654,$114.63
03/27/2023,$114.74,1731648,$111.95,$115.79,$111.95
03/24/2023,$110.83,2010008,$110.94,$111.20,$109.0549
03/23/2023,$111.14,2062830,$113.80,$114.22,$110.30
03/22/2023,$113.60,2061074,$119.74,$119.92,$113.57
03/21/2023,$119.79,1289973,$119.91,$120.82,$119.135
03/20/2023,$118.68,1791740,$119.32,$120.75,$117.68
03/17/2023,$119.40,4335198,$122.01,$122.01,$117.89
03/16/2023,$122.03,1911925,$120.62,$122.87,$119.90
03/15/2023,$121.77,1843548,$119.94,$122.75,$119.895
03/14/2023,$121.70,2150885,$125.21,$126.14,$121.05
03/13/2023,$124.36,2016992,$126.26,$127.57,$124.10
03/10/2023,$128.04,1419030,$129.12,$130.545,$127.48
03/09/2023,$129.83,1329980,$132.78,$133.69,$129.75
03/08/2023,$132.21,1446635,$133.37,$133.54,$130.94
03/07/2023,$133.69,1085636,$135.31,$135.43,$133.50
03/06/2023,$135.13,1607293,$139.04,$139.23,$135.11
03/03/2023,$138.48,1907651,$139.66,$140.255,$137.37
03/02/2023,$139.21,1581580,$138.18,$139.64,$137.12
03/01/2023,$138.82,2601573,$143.30,$143.96,$137.00
02/28/2023,$144.96,2934261,$145.00,$149.17,$144.09
02/27/2023,$140.63,2467482,$139.14,$141.285,$138.435
02/24/2023,$138.85,2080299,$140.28,$140.755,$137.93
02/23/2023,$142.01,1597728,$143.40,$143.98,$140.14
02/22/2023,$143.62,1785931,$143.95,$144.76,$142.25
02/21/2023,$144.19,1269982,$147.78,$148.355,$144.03
02/17/2023,$149.99,1279554,$150.66,$151.30,$147.87
02/16/2023,$150.19,1369386,$150.16,$152.08,$148.55
02/15/2023,$151.29,1094239,$150.23,$151.66,$150.23
02/14/2023,$150.76,954521,$151.92,$153.14,$150.07
02/13/2023,$152.19,695574,$149.88,$152.21,$148.815
02/10/2023,$151.80,1115185,$151.79,$155.005,$151.14
02/09/2023,$151.91,1025607,$150.51,$152.33,$148.72
02/08/2023,$148.82,1026085,$149.32,$151.10,$147.68
02/07/2023,$151.47,924810,$151.33,$151.68,$148.27
02/06/2023,$151.67,827237,$151.00,$151.74,$150.16
02/03/2023,$152.17,580789,$153.28,$155.72,$151.80
02/02/2023,$155.24,737030,$157.00,$158.22,$155.17
02/01/2023,$156.84,1010650,$151.94,$157.73,$150.15
01/31/2023,$152.28,1841640,$151.18,$152.85,$150.24
01/30/2023,$149.88,961637,$147.68,$152.01,$147.68
01/27/2023,$147.44,1199571,$147.46,$147.6425,$144.195
01/26/2023,$147.62,642139,$150.24,$150.99,$147.39
01/25/2023,$149.11,1073965,$146.48,$149.12,$143.22
01/24/2023,$147.27,851939,$149.14,$151.91,$147.11
01/23/2023,$148.62,807312,$148.30,$149.385,$146.855
01/20/2023,$147.49,950709,$143.56,$147.55,$142.86
01/19/2023,$143.27,882119,$146.00,$146.215,$143.15
01/18/2023,$146.98,654067,$150.00,$150.97,$146.85
01/17/2023,$149.21,828824,$150.22,$151.00,$147.99
01/13/2023,$151.03,832681,$150.35,$152.00,$149.75
01/12/2023,$152.19,997536,$152.92,$153.34,$148.90
01/11/2023,$153.28,590302,$152.68,$154.87,$152.66
01/10/2023,$151.97,642685,$152.00,$153.625,$151.275
01/09/2023,$152.26,781431,$154.03,$155.1184,$152.15
01/06/2023,$154.02,718236,$153.67,$155.74,$153.33
01/05/2023,$153.16,795895,$150.45,$154.44,$149.88
01/04/2023,$151.89,834211,$152.73,$154.50,$150.89
01/03/2023,$151.54,1307388,$146.16,$151.6599,$146.00
12/30/2022,$147.03,1004852,$145.55,$147.445,$145.02
12/29/2022,$146.31,719102,$146.11,$146.90,$145.67
12/28/2022,$145.30,685533,$144.95,$146.60,$144.33
12/27/2022,$145.02,717073,$143.28,$145.08,$141.83
12/23/2022,$143.28,524546,$141.90,$143.59,$141.51
12/22/2022,$142.08,715558,$140.54,$142.35,$138.52
12/21/2022,$142.29,676811,$140.24,$142.35,$139.20
12/20/2022,$139.38,797159,$140.00,$141.49,$138.89
12/19/2022,$140.90,917375,$140.75,$142.405,$140.19
12/16/2022,$140.16,1603750,$141.44,$142.3299,$138.79
12/15/2022,$143.23,1063478,$140.86,$143.4125,$140.13
12/14/2022,$143.46,1311603,$144.99,$145.93,$141.88
12/13/2022,$145.68,1110282,$148.85,$149.065,$144.94
12/12/2022,$145.93,868300,$145.87,$146.56,$143.825
12/09/2022,$145.90,831398,$145.23,$147.56,$144.92
12/08/2022,$146.59,773063,$146.37,$148.53,$146.065
